count	reward_sum	squared_reward_sum	length
162	-110.51994681226263	9.753646215088684	2000
163	-111.48570504236903	7.243370613127624	2000
164	-124.07460219716491	11.67709684081711	2000
165	-174.32196312940198	10012.075016428318	1712
166	-59.58245199559598	11.745843169792238	2000
167	-151.51575037065913	16.099051143391574	2000
168	-149.77736893376283	14.648471467062048	2000
169	-134.72120780937192	10.7303900819922	2000
170	-100.08657338893866	30.225588701376438	2000
171	-102.47850028065159	15.828835662058314	2000
172	-106.1956110094679	15.777488984967151	2000
173	-98.76351121172317	15.404070426939708	2000
174	-72.18531581748807	8.118926519484143	2000
175	-66.55619680610108	12.975454118870333	2000
176	-73.02784806380967	4.620864106939842	2000
177	-62.727671141421325	4.268421465243023	2000
178	-66.35414562727513	4.962051192239911	2000
179	-102.93468449025417	10006.493309533575	729
180	-98.35089609758684	10001.169311831427	89
181	-109.11109014369626	10002.152998072897	93
182	-124.17688522184596	10007.94791696387	116
183	-58.4072730652726	3.8601230096082397	2000
184	-74.25659789889067	3.653038302451534	2000
185	-68.30400851709061	6.246909853735828	2000
186	-88.63659253726277	6.3876819405322305	2000
187	-91.14446054943107	11.839933779782045	2000
188	-73.07109070064288	5.430080817216492	2000
189	-67.4598391861281	8.835765977172457	2000
190	-89.42615523967679	8.279745520418174	2000
191	-93.09454901729379	6.092022542287979	2000
192	-90.48071978561993	7.240991544215643	2000
193	-78.09970435998667	5.771323799902113	2000
194	-70.75007203794151	5.969062869407616	2000
195	-72.582680599066	6.2378933744284835	2000
196	-81.31624693289555	8.08393538196885	2000
197	-76.54862217917677	13.483152749072246	2000
198	-90.923922044108	10.55339353425416	2000
199	-70.61789980113606	4.0731970566863165	2000
200	-80.45666996679797	5.055537182059173	2000
201	-93.53570783143076	7.7464379460804444	2000
202	-108.24777085565758	10005.159764380285	227
203	-87.12514119466533	10005.764891325995	174
204	-93.12668737575179	10011.834394048326	361
205	-109.9337665633688	10002.058227798525	302
206	-77.10689571797788	5.4050936119256585	2000
207	-94.6338128161638	10004.363260102658	314
208	-77.42341076366463	10.178538253350625	2000
209	-69.80887251444861	7.049371529884858	2000
210	-67.81481708619839	4.050432620177396	2000
211	-149.4752193912492	10009.802188146903	512
212	-84.79422903342832	7.994117615159642	2000
213	-70.34815811889668	6.330407484300088	2000
214	-75.36549010581486	5.616547761787495	2000
215	-66.71170808327882	6.585828244919113	2000
216	-66.43346734457073	7.053332837478301	2000
217	-40.80381655630597	8.63423749995649	2000
218	-75.44842075416913	6.155991570759292	2000
219	-131.1326380490387	10010.841104568683	1270
220	-72.54142013856698	14.191673507226133	2000
221	-122.33525341442737	10006.29439000237	100
222	-62.96374912935208	4.868574405989953	2000
223	-59.803631327653996	4.522316948515423	2000
224	-59.87272765115082	5.100080397849074	2000
225	-79.41723840442751	5.352803364973409	2000
226	-63.5888352025242	10.59231568778344	2000
227	-70.34676738815791	5.012986051287049	2000
228	-53.19855980818015	4.607621240505957	2000
229	-55.228786514197004	6.399829955794196	2000
230	-129.57595316487888	10004.954276527063	1195
231	-133.87937564630116	10005.416776816453	1271
232	-48.56855821601554	11.160781647436597	2000
233	-130.7884586863984	10014.303778896168	104
234	-130.35104513946465	10012.524631323742	106
235	-85.31116118653871	10009.88953587912	135
236	-127.7740042420846	10010.481111117864	105
237	-71.8963992327343	8.44627949887353	2000
238	-75.80424063083876	10.340235625727354	2000
239	-72.70763995131466	7.004459994556751	2000
240	-147.92685858727805	10007.85894789915	1638
241	-86.53023771052806	10.848160730335904	2000
242	-71.71558838393409	7.53871183524425	2000
243	-100.72374276363193	6.231348000567993	2000
244	-95.21531783398653	10016.071212136723	949
245	-92.90819210547923	10005.989318005386	560
246	-96.98758262966955	8.380385908532372	2000
247	-109.02139564361312	8.538894212079251	2000
248	-100.91405763675681	10003.156832925775	80
249	-96.70105402690709	10003.68666555406	76
250	-73.01318789935291	9.756912885267306	2000
251	-60.298793203995494	4.19211686123089	2000
252	-56.107728048937226	4.582968923093836	2000
253	-60.07845128108107	4.333720593487594	2000
254	-59.77452679169115	5.5177339769335125	2000
255	-83.99690339081651	7.30102539875043	2000
256	-82.29224563663931	5.478784510384616	2000
257	-70.45856024992023	7.614742106615	2000
258	-70.13638831856537	6.2326192467656005	2000
259	-77.23855254522509	10.601029380320195	2000
260	-77.77549524100087	8.861600803526732	2000
261	-86.76932811987757	10009.088560269987	238
262	-113.79479560510845	7.493747226282165	2000
263	-80.74982569075672	7.352137341351784	2000
264	-61.70508571205418	9.001820540123063	2000
265	-84.03977284820405	4.9954000664984655	2000
266	-70.10113335608389	6.715018892225493	2000
267	-134.40265040548095	10013.774297462824	130
268	-66.41497389249102	3.9969628264541823	2000
269	-56.308845443344566	4.300962839418777	2000
270	-54.7281481999887	2.7226576507696305	2000
271	-45.31385011422968	2.4560392061548666	2000
272	-51.34642410792667	4.100228384203908	2000
273	-48.614442980928565	2.307453186946423	2000
274	-54.664318213712995	2.312880044402726	2000
275	-87.89370127461369	10.148307227468916	2000
276	-68.4627879406932	5.324502077111031	2000
277	-113.63945089894698	9.196076457773902	2000
278	-69.70318752572892	4.997517975488015	2000
279	-85.44881808926347	6.116411184427878	2000
280	-78.29920065038374	6.012444460437455	2000
281	-82.06299537744634	6.2417202581257945	2000
282	-77.82414313790913	5.641301327363988	2000
283	-81.13248055073616	6.025264978148431	2000
284	-82.4086543225128	5.460226215301439	2000
285	-145.83831591817903	10004.291779680872	1608
286	-53.17363569127604	6.126446398833402	2000
287	-49.74887799696839	3.137495051904203	2000
288	-58.637166870276886	6.806697484168892	2000
289	-111.66919510420514	16.93481082490133	2000
